"ulb","receiptdate","receiptnumber","createdtime","amountpaid","paymentmode","feetype"
"Bhubaneswar","2022-03-15","03/2021-22/112395","2022-03-15",3562.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-03-15","03/2021-22/112478","2022-03-15",3593.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-15","03/2021-22/112487","2022-03-15",3469.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-15","03/2021-22/112489","2022-03-15",947.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-15","03/2021-22/112491","2022-03-15",13021.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-15","03/2021-22/112541","2022-03-15",1734.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-03-15","03/2021-22/112542","2022-03-15",9774.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-15","03/2021-22/112544","2022-03-15",4112.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-16","03/2021-22/113774","2022-03-16",1208.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-16","03/2021-22/113784","2022-03-16",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-16","03/2021-22/113790","2022-03-16",61073.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-03-16","03/2021-22/113796","2022-03-16",3393.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-16","03/2021-22/114415","2022-03-16",63709.00,"ONLINE","BPA Sanction Fee"
"Sambalpur","2022-03-16","03/2021-22/114564","2022-03-16",2537.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-16","03/2021-22/114599","2022-03-16",5487.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-16","03/2021-22/115380","2022-03-16",4570.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-16","03/2021-22/115489","2022-03-16",2457.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-16","03/2021-22/115536","2022-03-16",2989.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-16","03/2021-22/115559","2022-03-16",841.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-03-17","03/2021-22/115619","2022-03-17",2359.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-17","03/2021-22/116225","2022-03-17",1537.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-17","03/2021-22/116512","2022-03-17",22300.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-17","03/2021-22/116966","2022-03-17",6863.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-17","03/2021-22/117097","2022-03-17",947.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-17","03/2021-22/117305","2022-03-17",4451.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-17","03/2021-22/117371","2022-03-17",30213.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-17","03/2021-22/117423","2022-03-17",8193.00,"ONLINE","BPA Application Fee"
"Jatni","2022-03-17","03/2021-22/117739","2022-03-17",1208.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-17","03/2021-22/118023","2022-03-17",511.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-17","03/2021-22/118055","2022-03-17",11221.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-18","03/2021-22/118064","2022-03-18",3630.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-18","03/2021-22/118152","2022-03-18",13913.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-18","03/2021-22/118942","2022-03-18",1969.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-03-18","03/2021-22/119031","2022-03-18",2359.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-03-18","03/2021-22/119350","2022-03-18",2359.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-03-18","03/2021-22/119355","2022-03-18",3996.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-18","03/2021-22/119357","2022-03-18",10960.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-03-18","03/2021-22/119379","2022-03-18",2359.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-18","03/2021-22/119398","2022-03-18",2129.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-20","03/2021-22/120222","2022-03-20",2296.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-20","03/2021-22/120893","2022-03-20",3185.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-20","03/2021-22/120911","2022-03-20",2290.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-21","03/2021-22/121567","2022-03-21",10603.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-21","03/2021-22/122459","2022-03-21",1150.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-03-21","03/2021-22/122602","2022-03-21",69976.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-03-21","03/2021-22/123425","2022-03-21",2867.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-22","03/2021-22/124292","2022-03-22",47743.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-03-22","03/2021-22/124519","2022-03-22",1800.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-03-22","03/2021-22/124738","2022-03-22",3622.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-22","03/2021-22/125098","2022-03-22",63852.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-03-22","03/2021-22/125190","2022-03-22",2520.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-22","03/2021-22/125225","2022-03-22",2426.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-22","03/2021-22/125275","2022-03-22",3613.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-22","03/2021-22/125385","2022-03-22",53097.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-03-22","03/2021-22/125780","2022-03-22",2218.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-22","03/2021-22/125822","2022-03-22",2483.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-22","03/2021-22/125823","2022-03-22",4859.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-22","03/2021-22/125824","2022-03-22",1734.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-03-23","03/2021-22/125846","2022-03-23",5037.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-23","03/2021-22/125994","2022-03-23",250.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-23","03/2021-22/126017","2022-03-23",4862.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-23","03/2021-22/126034","2022-03-23",1799.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-23","03/2021-22/126159","2022-03-23",3943.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-23","03/2021-22/127309","2022-03-23",7583.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-23","03/2021-22/127468","2022-03-23",2858.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-23","03/2021-22/127969","2022-03-23",5823.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-23","03/2021-22/127986","2022-03-23",2219.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-23","03/2021-22/128020","2022-03-23",5336.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-23","03/2021-22/128076","2022-03-23",3294.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-24","03/2021-22/128681","2022-03-24",2786.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-24","03/2021-22/128725","2022-03-24",2792.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-24","03/2021-22/129049","2022-03-24",20209.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-24","03/2021-22/129176","2022-03-24",14253.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-24","03/2021-22/129251","2022-03-24",7305.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-03-24","03/2021-22/129253","2022-03-24",2354.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-03-24","03/2021-22/129254","2022-03-24",2354.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-03-24","03/2021-22/129257","2022-03-24",2354.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-25","03/2021-22/129773","2022-03-25",16339.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-25","03/2021-22/129811","2022-03-25",1162.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-25","03/2021-22/130952","2022-03-25",30742.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-03-25","03/2021-22/131254","2022-03-25",78099.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-03-25","03/2021-22/131512","2022-03-25",2829.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-25","03/2021-22/131802","2022-03-25",239092.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-03-25","03/2021-22/131955","2022-03-25",10799.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-25","03/2021-22/131978","2022-03-25",3712.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-25","03/2021-22/131979","2022-03-25",4699.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-26","03/2021-22/132698","2022-03-26",2484.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-26","03/2021-22/132762","2022-03-26",14169.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-26","03/2021-22/132798","2022-03-26",48307.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-26","03/2021-22/132859","2022-03-26",11612.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-26","03/2021-22/133300","2022-03-26",3196.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-27","03/2021-22/133696","2022-03-27",10646.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-28","03/2021-22/134808","2022-03-28",0.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-28","03/2021-22/135045","2022-03-28",19105.00,"ONLINE","BPA Sanction Fee"
"Rourkela","2022-03-28","03/2021-22/135210","2022-03-28",58408.00,"ONLINE","BPA Sanction Fee"
"Rourkela","2022-03-28","03/2021-22/135289","2022-03-28",42448.00,"ONLINE","BPA Sanction Fee"
"Rourkela","2022-03-28","03/2021-22/135290","2022-03-28",1907.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-28","03/2021-22/135376","2022-03-28",0.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-28","03/2021-22/135451","2022-03-28",3954.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-28","03/2021-22/135990","2022-03-28",11221.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-28","03/2021-22/136188","2022-03-28",2360935.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-03-29","03/2021-22/137201","2022-03-29",1129.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-29","03/2021-22/137275","2022-03-29",4699.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-29","03/2021-22/137404","2022-03-29",1403.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-29","03/2021-22/138791","2022-03-29",4455.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-29","03/2021-22/139418","2022-03-29",10497.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-29","03/2021-22/139579","2022-03-29",2938.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-29","03/2021-22/139581","2022-03-29",2938.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-29","03/2021-22/139594","2022-03-29",9335.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-30","03/2021-22/140316","2022-03-30",81345.00,"ONLINE","BPA Sanction Fee"
"Rourkela","2022-03-30","03/2021-22/141192","2022-03-30",3876.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-30","03/2021-22/141206","2022-03-30",21848.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-30","03/2021-22/141355","2022-03-30",17207.00,"ONLINE","BPA Sanction Fee"
"Rourkela","2022-03-30","03/2021-22/141374","2022-03-30",18693.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-03-30","03/2021-22/141503","2022-03-30",7096.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-30","03/2021-22/141646","2022-03-30",153175.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-03-30","03/2021-22/141839","2022-03-30",640.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-03-30","03/2021-22/141899","2022-03-30",71830.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-03-30","03/2021-22/141927","2022-03-30",4153.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-30","03/2021-22/141931","2022-03-30",5702.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-31","03/2021-22/142166","2022-03-31",59151.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-03-31","03/2021-22/142970","2022-03-31",5376.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-31","03/2021-22/143231","2022-03-31",3699.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-31","03/2021-22/143301","2022-03-31",18610.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-31","03/2021-22/143515","2022-03-31",14939.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-31","03/2021-22/143657","2022-03-31",5033.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-31","03/2021-22/143814","2022-03-31",1769.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-31","03/2021-22/143842","2022-03-31",1289.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-31","03/2021-22/144183","2022-03-31",250.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-01","04/2022-23/144240","2022-04-01",2894.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-01","04/2022-23/144253","2022-04-01",522.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-01","04/2022-23/144451","2022-04-01",5438.00,"ONLINE","BPA Application Fee"
"Cuttackdevelopmentauthority","2022-04-01","04/2022-23/144967","2022-04-01",13368.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-01","04/2022-23/144969","2022-04-01",16158.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-01","04/2022-23/145103","2022-04-01",58798.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-04-01","04/2022-23/145207","2022-04-01",2386.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-01","04/2022-23/145240","2022-04-01",9269.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-01","04/2022-23/145241","2022-04-01",1990.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-02","04/2022-23/146137","2022-04-02",1311.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-02","04/2022-23/146413","2022-04-02",3673.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-02","04/2022-23/146623","2022-04-02",16456.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-02","04/2022-23/146624","2022-04-02",4865.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-04-02","04/2022-23/146808","2022-04-02",44092.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-04-02","04/2022-23/147083","2022-04-02",40699.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-04-03","04/2022-23/147918","2022-04-03",2495.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-04-03","04/2022-23/148085","2022-04-03",60650.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-04-03","04/2022-23/148094","2022-04-03",5217.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-03","04/2022-23/148245","2022-04-03",2079.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-04","04/2022-23/149815","2022-04-04",3342.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-04","04/2022-23/150166","2022-04-04",1329.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-04","04/2022-23/150356","2022-04-04",3415.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-04-04","04/2022-23/150390","2022-04-04",16073.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-04","04/2022-23/150774","2022-04-04",16250.00,"ONLINE","BPA Application Fee"
"Khordha","2022-04-04","04/2022-23/150884","2022-04-04",5006.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-04","04/2022-23/150976","2022-04-04",50090.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-04-04","04/2022-23/151037","2022-04-04",5694.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-04-04","04/2022-23/151378","2022-04-04",2358.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-04-04","04/2022-23/151393","2022-04-04",2358.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-05","04/2022-23/152230","2022-04-05",1727.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-05","04/2022-23/152366","2022-04-05",1174.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-05","04/2022-23/152466","2022-04-05",97463.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-05","04/2022-23/152550","2022-04-05",250.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-05","04/2022-23/153144","2022-04-05",2217.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-05","04/2022-23/153233","2022-04-05",3638.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-04-05","04/2022-23/153246","2022-04-05",209615.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-04-05","04/2022-23/153250","2022-04-05",61612.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-04-05","04/2022-23/153745","2022-04-05",4082.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-05","04/2022-23/154388","2022-04-05",4107.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-04-05","04/2022-23/154427","2022-04-05",12654.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-04-05","04/2022-23/154429","2022-04-05",1323.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-06","04/2022-23/154440","2022-04-06",4036.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-06","04/2022-23/155411","2022-04-06",8442.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-06","04/2022-23/156136","2022-04-06",3290.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-06","04/2022-23/156380","2022-04-06",7174.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-06","04/2022-23/157068","2022-04-06",682.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-04-07","04/2022-23/158692","2022-04-07",3509.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-07","04/2022-23/158709","2022-04-07",26464.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-04-07","04/2022-23/160006","2022-04-07",2241.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-07","04/2022-23/160051","2022-04-07",2134.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-07","04/2022-23/160034","2022-04-07",4282.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-07","04/2022-23/160552","2022-04-07",3877.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-07","04/2022-23/161021","2022-04-07",16028.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-07","04/2022-23/161052","2022-04-07",7767.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-07","04/2022-23/161310","2022-04-07",7142.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-07","04/2022-23/161348","2022-04-07",1010.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-07","04/2022-23/161409","2022-04-07",48563.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-04-07","04/2022-23/161462","2022-04-07",17192.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-07","04/2022-23/161468","2022-04-07",4715.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-04-07","04/2022-23/161695","2022-04-07",51833.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-04-07","04/2022-23/161698","2022-04-07",4637.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-07","04/2022-23/161705","2022-04-07",20539.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-04-07","04/2022-23/162606","2022-04-07",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-08","04/2022-23/162638","2022-04-08",13013.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-08","04/2022-23/162641","2022-04-08",3602.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-08","04/2022-23/162648","2022-04-08",250.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-08","04/2022-23/162691","2022-04-08",4097.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-08","04/2022-23/162707","2022-04-08",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-08","04/2022-23/163165","2022-04-08",12434.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-08","04/2022-23/163425","2022-04-08",7253.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-08","04/2022-23/163574","2022-04-08",1371.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-04-08","04/2022-23/163819","2022-04-08",168012.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-04-08","04/2022-23/164491","2022-04-08",7324.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-08","04/2022-23/165018","2022-04-08",7155.00,"ONLINE","BPA Application Fee"
"Khordha","2022-04-08","04/2022-23/165660","2022-04-08",5132.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-08","04/2022-23/166008","2022-04-08",15025.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-08","04/2022-23/166069","2022-04-08",280.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-08","04/2022-23/166100","2022-04-08",3228.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-08","04/2022-23/166169","2022-04-08",5787.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-04-08","04/2022-23/166665","2022-04-08",2812.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-08","04/2022-23/166825","2022-04-08",4612.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-08","04/2022-23/167018","2022-04-08",11367.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-08","04/2022-23/167147","2022-04-08",5170.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-08","04/2022-23/167262","2022-04-08",9513.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-09","04/2022-23/167700","2022-04-09",43273.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-09","04/2022-23/168085","2022-04-09",58582.00,"ONLINE","BPA Sanction Fee"
"Rourkela","2022-04-09","04/2022-23/168064","2022-04-09",987.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-04-09","04/2022-23/168116","2022-04-09",1532.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-04-09","04/2022-23/168154","2022-04-09",2276.00,"ONLINE","BPA Sanction Fee"
"Rourkela","2022-04-09","04/2022-23/168267","2022-04-09",37770.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-04-09","04/2022-23/168696","2022-04-09",78057.00,"ONLINE","BPA Sanction Fee"
"Berhampurdevelopmentauthority","2022-04-09","04/2022-23/168994","2022-04-09",2358.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-04-09","04/2022-23/168999","2022-04-09",2358.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-04-09","04/2022-23/169053","2022-04-09",2358.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-09","04/2022-23/169068","2022-04-09",3756.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-09","04/2022-23/169070","2022-04-09",20354.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-04-09","04/2022-23/169082","2022-04-09",2290.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-09","04/2022-23/169083","2022-04-09",3673.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-09","04/2022-23/169183","2022-04-09",2053.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-09","04/2022-23/169845","2022-04-09",11793.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-09","04/2022-23/169975","2022-04-09",7040.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-09","04/2022-23/170140","2022-04-09",4678.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-10","04/2022-23/171321","2022-04-10",675.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-11","04/2022-23/172018","2022-04-11",5186.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-11","04/2022-23/174340","2022-04-11",45471.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-04-11","04/2022-23/174222","2022-04-11",1199.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-11","04/2022-23/174767","2022-04-11",4990.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-11","04/2022-23/176143","2022-04-11",4146.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-11","04/2022-23/176033","2022-04-11",58683.00,"ONLINE","BPA Sanction Fee"
"Cuttack","2022-04-11","04/2022-23/176659","2022-04-11",22769.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-11","04/2022-23/176790","2022-04-11",2054.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-11","04/2022-23/177162","2022-04-11",1463.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-11","04/2022-23/177361","2022-04-11",15959.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-11","04/2022-23/177318","2022-04-11",7689.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-11","04/2022-23/177444","2022-04-11",0.00,"ONLINE","BPA Application Fee"
